tri_facility_id,facility_name,city_name,state_abbr,region_code,public_email
77029NHSRB775GE,ANHEUSER-BUSCH LLC,HOUSTON,TX,6,BRUCE.HAILEY@ANHEUSER-BUSCH.COM
2756WSTLFL6833M,ASTEELFLASH USA CORP,MORRISVILLE,NC,4,KATIE.HUI@ASTEELFLASH.COM
2910WCTRPL284MA,SAMSUNG ELECTRONICS HOME APPLIANCES AMERICA,NEWBERRY,SC,4,kyle.wee@samsung.com
44711NNMTL19351,UNION METAL CORP,CANTON,OH,5,PIETRA@UNIONMETAL.COM
0203WLPHGR2DISC,ALPHA GRAINGER MANUFACTURING INC,FRANKLIN,MA,1,KASPAZIANO@AGMI.COM
19021GRGSC3015S,GEORGE S COYNE CHEMICAL CO INC,CROYDON,PA,3,TCOYNE@COYNECHEMICAL.COM
30188NTLMR304BE,INTERNATIONAL MARBLE LLC,WOODSTOCK,GA,4,TSTAR@AMERICANBATHGROUP.COM
14825VLCRF5362R,VULCRAFT OF NEW YORK INC.,CHEMUNG,NY,2,ALAN.JOHNSON@NUCOR.COM
49829CLGRN25251,CAL GRINDING INC,ESCANABA,MI,5,NKOLICH@CALVALVES.COM
73505GDYRT1GOOD,GOODYEAR TIRE & RUBBER CO,LAWTON,OK,6,CARLTON_WILLIAMS@GOODYEAR.COM
78220BLLNC3443E,BLUE LINE CORP,SAN ANTONIO,TX,6,JPEREZ@BLUELINECORP.COM
85242LNMCR6550S,FUJIFILM ELECTRONIC MATERIALS USA INC,MESA,AZ,9,JESUS.GALLEGOS@FUJIFILM.COM
01801SCRTY10COM,L3HARRIS SECURITY & DETECTION SYSTEMS INC,WOBURN,MA,1,JOEL.SADLER@LEIDOS.COM
5511WHDPCK1887G,HOOD PACKAGING CORP - ARDEN HILLS,ARDEN HILLS,MN,5,TFISCHER@HOODPKG.COM
49504HBFLL2727K,HB FULLER CO,GRAND RAPIDS,MI,5,SCOTT.PELHANK@HBFULLER.COM
29730KNGSL1685O,SEM PRODUCTS INC,ROCK HILL,SC,4,EYURTKURAN@PPG.COM
30518HRSMR100HE,HERAEUS QUARTZ N.A. LLC (HQNA) F/K/A HERAEUS TENEVO,BUFORD,GA,4,VITOR.OLIVEIRA@HERAEUS.COM
00603HWLTTSTATE,HEWLETT-PACKARD CARIBE BV SITE,AGUADILLA,PR,2,DAVID.TRABAL@HPE.COM
49441CWCCS2672H,CWC TEXTRON,MUSKEGON,MI,5,JACK.CHURCHILL@KAUTEX.TEXTRON.COM
18848DPNTTRD1BO,DUPONT TOWANDA PLANT,TOWANDA,PA,3,CHRISTA.G.PHILLLIPS@DUPONT.COM
03301WKSDR330NO,HP HOOD LLC,CONCORD,NH,1,BONNIE.HURLEY@HPHOOD.COM
40004WNSLL1051B,AMERICAN FUJI SEAL,BARDSTOWN,KY,4,CBOWLING@AFSEAL.COM
44035LRRMC241SA,HYDRO-AIRE AEROSPACE CORP.,ELYRIA,OH,5,BETTYANN.BRUEWER@CRANEAE.COM
42701MSRCS2112N,MOUSER CABINETRY LLC,ELIZABETHTOWN,KY,4,SFREYBERGER@MOUSERCC.COM
67218CSSNR5800E,TEXTRON AVIATION/PAWNEE CAMPUS,WICHITA,KS,7,SPIERSON@TXTAV.COM
36207DFNSR1425C,GENERAL DYNAMICS OTS (ANNISTON),ANNISTON,AL,4,JERRY.DEMPSEY@GD-OTS.COM
45177CNCNN894PR,AZEK BUILDING PRODUCTS,WILMINGTON,OH,5,GREGORY.TOMLINSON@AZEKCO.COM
37821SNCPRRANKI,SONOCO PRODUCTS CO,NEWPORT,TN,4,RYAN.OLIVER@SONOCO.COM
27703CRRSR4600S,WOLFSPEED INC.,DURHAM,NC,4,ROBIN.HOUSH@WOLFSPEED.COM
21740MCKTR1999P,MACK TRUCKS INC,HAGERSTOWN,MD,3,MARK.PANNELL@VOLVO.COM
56303PRKND631SA,PARK INDUSTRIES,SAINT CLOUD,MN,5,AEGGERSGLUESS@PARKINDUSTRIES.COM
01826MJLTM153BR,MAJILITE MANUFACTURING INC,DRACUT,MA,1,MEUL@MAJILITE.COM
83221BSCMR419CO,BASIC AMERICAN FOODS BLACKFOOT FACILITY,BLACKFOOT,ID,10,JANDERSON@BAF.COM
5660WNRTCH12136,NORTECH SYSTEMS INC-MERRIFIELD,MERRIFIELD,MN,5,JLINDEEN@NORTECHSYS.COM
32174HMCMF1SIGN,ABB INSTALLATION PRODUCTS INC,ORMOND BEACH,FL,4,DANIEL.KING@US.ABB.COM
37309BWTRSROUTE,RESOLUTE FP US INC - CALHOUN OPERATIONS,CALHOUN,TN,4,AUSTIN.TRAVIS@DOMTAR.COM
85208TRWVS11202,ZF PASSIVE SAFETY SYSTEMS INC - MESA OPERATIONS,MESA,AZ,9,BEAU.LEWIS@ZF-LIFETEC.COM
60143KSTRX8WTHR,KESTER,ITASCA,IL,5,SHO.ISHIMARU@MACDERMIDALPHA.COM
14611RCHST2CAIR,ROCHESTER OVERNIGHT PLATING LLC,ROCHESTER,NY,2,ROP@ROCHESTEROVERNIGHTPLATING.COM
56303PRKND66SAU,PARK INDUSTRIES-ARCHITECTURAL DIV,SAINT CLOUD,MN,5,JSCHATZ@PARKINDUSTRIES.COM
13421DRYLCROUTE,H.P.HOOD LLC,ONEIDA,NY,2,MIKE.SHEEHAN@HPHOOD.COM
97051CHVRN63149,DYNO NOBEL- ST.HELENS PLANT,DEER ISLAND,OR,10,FRAN.ERICKSON@AM.DYNONOBEL.COM
4537WBBTTL1ABBT,ABBOTT LABORATORIES,TIPP CITY,OH,5,ABIGAIL.RICHARDS@ABBOTT.COM
47615MRCNR2001E,PVS TECHNOLOGIES INC,GRANDVIEW,IN,5,CJOHNSON@PVSCHEMICALS.COM
52641MTPLS2225E,WEST LIBERTY FOODS MOUNT PLEASANT,MOUNT PLEASANT,IA,7,MICHELE.BONEY@WLFOODS.COM
06111HPHDN100MI,SAPUTO CHEESE USA INC.,NEWINGTON,CT,1,MARTIN.HEUSER@SAPUTO.COM
65802MXXXX3211E,3M CO - SPRINGFIELD,SPRINGFIELD,MO,7,MLSTEES@MMM.COM
60174MRNTM3709O,NIDEC MOBILITY AMERICA CORP,SAINT CHARLES,IL,5,PHILIP.STEPHEN@NIDEC.COM
87109GLTND6600G,GOODRICH ISR SYSTEMS,ALBUQUERQUE,NM,6,AL.ZALESKI@UTAS.UTC.COM
43420CRBFR15STA,CARBO FORGE INC,FREMONT,OH,5,R.EGBERT@CARBOFORGE.COM
60901DYTNS2150B,AMERICAN HIGHWAY (A SIMPLEX COMPANY),KANKAKEE,IL,5,ZAIGHAM.FAROOQ@AMERICANHIGHWAY.COM
13902LNDRC100EL,I3 ASSEMBLY LLC,BINGHAMTON,NY,2,JAY.SIMONIS@I3ELECTRONICS.COM
97402PTRSN2948A,PETERSON PACIFIC CORP,EUGENE,OR,10,KHORN@ASTECINDUSTRIES.COM
9174WVLLYP491WI,HEXPOL CITY OF INDUSTRY,CITY OF INDUSTRY,CA,9,DAVID.LINARES@HEXPOL.COM
61462MRHPCNORTH,SMITHFIELD-MONMOUTH,MONMOUTH,IL,5,BRUNDLE@SMITHFIELD.COM
2973WGBRLP812CE,GABRIEL PHENOXIES INC,ROCK HILL,SC,4,CHRIS.WOZNIAK@GABRIELCHEM.COM
1347WJHRHD1WARD,JH RHODES CO INC,VERNON,NY,2,ANTHONY.DIROSA@UNIVERSALPHOTONICS.COM
27203TLRMP801PI,STARPET INC,ASHEBORO,NC,4,JASON.GREENWOOD@US.INDORAMA.NET
55110TRNXX4833W,TRANE US INC,SAINT PAUL,MN,5,MJACKSON2@TRANE.COM
85226SPRLT6741W,SUPERLITE BLOCK INC,CHANDLER,AZ,9,ALEJANDRO.CRUZ@OLDCASTLE.COM
56303PRCSN6925S,PRECISION OPTICS,SAINT CLOUD,MN,5,BBARAJUAN@ESSILORUSA.COM
17604THRMC780ED,AAVID THERMACORE INC.,LANCASTER,PA,3,SPARKS.RITCHIE@BOYDCORP.COM
71602SRMYP10020,U.S. ARMY PINE BLUFF ARSENAL,PINE BLUFF,AR,6,CHERYL.D.AVERY.CIV@MAIL.MIL
8434WNVRXX75EAS,SPARTRONICS LOGAN,NORTH LOGAN CITY,UT,8,KYLE.BELNAP@SPARTRONICS.COM
07011LMRTC16RIC,LAMART CORP,CLIFTON,NJ,2,JHIRSH@LAMARTCORP.COM
32514GLMNS8780E,CYTIVA US LLC,PENSACOLA,FL,4,MATTHEW.E.WAGNER@CYTIVA.COM
25428GRDNFI81TA,KNAUF INSULATION INC.,INWOOD,WV,3,CHRIS.MAHIN@KNAUF.COM
46350SLVYN1207E,AMERICAN RENOLIT CORP,LA PORTE,IN,5,NILS.DIETZ@RENOLIT.COM
49085NDRSN216UP,ANDERSON BUILDING MATERIALS CO,SAINT JOSEPH,MI,5,GREG@ABMRACK.COM
26146LMTCH3816S,REAL ALLOY RECYCLING LLC,FRIENDLY,WV,3,STEVE.GOUDY@REALALLOY.COM
48084NDNDS1893B,ND INDUSTRIES INC,TROY,MI,5,AJAY.JAIN@HBFULLER.COM
98108NRTHS820SB,NORTH STAR CASTEEL PRODUCTS INC,SEATTLE,WA,10,KGRAY06@NORTHSTARCASTEEL.COM
36426BRWTN132MI,BREWTON IRON WORKS INC,BREWTON,AL,4,RICK.WILSON@BIWINC.NET
54304STRND810PA,ASTRO INDUSTRIES INC,GREEN BAY,WI,5,ERICG@ASTROIND.COM
18966CWNDS13JAM,CW INDUSTRIES,SOUTHAMPTON,PA,3,RBUSCH@CWIND.COM
4662WMDNRH171NS,MODINEER - HOOSIER TANK,SOUTH BEND,IN,5,MWEAVER@MODINEER.COM
60506NTNLM900NR,NATIONAL METALWARES LP,AURORA,IL,5,THENDRICKS@NATIONALMETALWARES.COM
84041SMTHS500NS,KROGER CORP SMITHS FOOD & DRUG DAIRY DIV,LAYTON,UT,8,JAN.CALLISTER@KROGER.COM
48507PRMRP6220L,PREMIERE PACKAGING LLC,FLINT,MI,5,FRED.BOONSTRA@PREMIEREPKG.COM
30176SSCTDSTOFF,HEXPOL - TALLAPOOSA,TALLAPOOSA,GA,4,DAVID.BROWN@HEXPOL.COM
4021WDPNTL425CA,DUPONT LOUISVILLE PLANT,LOUISVILLE,KY,4,BRIAN.THOMPSON-1@DUPONT.COM
18707GSLDS125CR,FAIRCHILD SEMICONDUCTOR,MOUNTAIN TOP,PA,3,JAKE.SHAFFER@ONSEMI.COM
77701CRGLL220AV,WIRE MESH TEXAS LLC,BEAUMONT,TX,6,TERRI.FINN@OPTIMUS-STEELUSA.COM
44125GRFLD1225B,MAGRETECH LLC,GARFIELD HEIGHTS,OH,5,JACKY.XU@MAGRETECH.US
3052WSKBTT176ST,SK BATTERY AMERICA INC.,COMMERCE,GA,4,CHARLEGMAGNE.APIA@SK.COM
66618THQKR2200N,BIG HEART PET BRANDS,TOPEKA,KS,7,JEFFREY.MCCLURE@JMSMUCKER.COM
53184SLCMP402NO,ISELI PRECISION LLC,WALWORTH,WI,5,JIM.HUGHES@READERPRECISION.COM
55987BNCHM4065T,BENCHMARK,WINONA,MN,5,BRUCE.WESSELS@BENCH.COM
17402YRKCS2880B,YORK CASKET CO,YORK,PA,3,ENADEAU@MATTHEWSINTL.COM
45502FNDLY5225P,SUPERIOR TRIM - SPRINGFIELD DIV,SPRINGFIELD,OH,5,KEITHQ@SUPTRIM.COM
8519WDSYBR752WA,DAISY BRAND,CASA GRANDE,AZ,9,MDROST@DAISYBRAND.COM
49684CNDRV240EA,CONE DRIVE OPERATIONS INC.,TRAVERSE CITY,MI,5,JCRAMER@CONEDRIVE.COM
89403SMTHR10AIR,PETERSON PRODUCTS,DAYTON,NV,9,CAITLYN@PETERSONPRODUCTS.COM
4361WLPNTL4112C,ALPONT LLC,OREGON,OH,5,JADAMS@INTERSTATECHEMICAL.COM
92630GNRLM26776,GENERAL MONITORS INC,LAKE FOREST,CA,9,DEONN@GENERALMONITORS.COM
90505RXNRD3000W,HOWMET GLOBAL FASTENING SYSTEMS INC,TORRANCE,CA,9,PERRY.YEH@HOWMET.COM
7706WNLSTL1462H,O'NEAL MANUFACTURING SERVICES,HOUSTON,TX,6,CWOOD@ONEALMFG.COM
7403WWBCND18256,WEBCO INDUSTRIES INC KELLYVILLE SPECIALTY TUBE,KELLYVILLE,OK,6,ABEESON@WEBCOTUBE.COM
68632TMPTT1827I,TIMPTE INC,DAVID CITY,NE,7,WNIELSEN@TIMPTE.COM
94804VRFLC250CA,PARKER HANNIFIN CORP VERIFLO DIV  RICHMOND,RICHMOND,CA,9,RTAYLOR@PARKER.COM
90023RCDNC3225E,ARCADIA INC.,VERNON,CA,9,BBJORK@ARCADIAINC.COM
44224CTYMC1676C,POLYSTAR INC,STOW,OH,5,RHUSTON@POLYSTARCONTAINMENT.COM
60505KLMSS2250W,AURORA CIRCUITS INC,AURORA,IL,5,SHEETAL@AURORACIRCUITS.COM
7524WLBJXP1285N,LBJ EXPRESSWAY PLANT,DALLAS,TX,6,JWARNER@ARGOS-US.COM
07065LCTRM827MA,ELECTRUM RECOVERY WORKS INC.,RAHWAY,NJ,2,J.E.SILVA@ELECTRUMINC.COM
92715TDKMG17072,AMETEK FMH,IRVINE,CA,9,FRANCK.LOPEZ@AMETEK.COM
6134WMNDTG448NC,MAHONEY ENVIRONMENTAL SOLUTIONS LLC,MENDOTA,IL,5,KBARKER@MAHONEYES.COM
12498GGRTR7HASB,ROTRON INC,WOODSTOCK,NY,2,RICHARD.ENDERS@AMETEK.COM
7505WZHNRC286AL,A ZAHNER CO,GRAND PRAIRIE,TX,6,JZAHNERL@AZAHNER.COM
7821WRTTMN5311R,RITTIMAN ROAD RETAIL SUPPORT CENTER,SAN ANTONIO,TX,6,CAMPOS.DYA@HEB.COM
07105TRYCHONEAV,TROY CHEMICAL CORP,NEWARK,NJ,2,IAN.GUY@ARXADA.COM
1250WSCHWT2424R,SWM HOLDINGS US LLC,ANCRAM,NY,2,PGAUDETTE@SWMINTL.COM
78204NDSTR2805S,INDUSTRIAL CHROME PLATE,SAN ANTONIO,TX,6,RGARCIA@ICP-SA.COM
18951QKRCL201SH,MCADOO & ALLEN  DIV QUAKER COLOR DIV MCADOO & ALLEN  DIV,QUAKERTOWN,PA,3,JUSTIN.BROWN@QUAKERCOLOR.COM
46741GLPCH14123,R3 COMPOSITES CORP,GRABILL,IN,5,JDEERE@R3COMPOSITES.COM
77503MMCPS3000N,MEMC PASADENA INC,PASADENA,TX,6,GJARVIE@SUNEDISON.COM
5371WSFCNC645SC,SAFC INC.,MADISON,WI,5,JENNY.FONG@MILLIPORESIGMA.COM
5070WCNGRF271MI,CONAGRA FOODS PACKAGED FOODS LLC-WATERLOO,WATERLOO,IA,7,STEVE.SCHULTZ@CONAGRA.COM
92801RSCNT223NC,SUMMIT INTERCONNECT INC,ANAHEIM,CA,9,MICHAEL.LOPEZ@SUMMITINTERCONNECT.COM
82931XBWHYI80EX,SILVER EAGLE REFINING-EVANSTON,EVANSTON,WY,8,BZWAHLEN@SILVEREAGLEREFINING.COM
31520SCMGLRTE6B,SYMRISE COLONELS ISLAND FACILITY,BRUNSWICK,GA,4,JAMES.CARSON@SYMRISE.COM
5305WMCLNFN92W1,MACLEAN FOGG,MENOMONEE FALLS,WI,5,ZSCHOLEY@MACLEANFOGG.COM
37771QZTCR300IN,HUBBELL LENOIR CITY INC,LENOIR CITY,TN,4,GTHOMAS@HUBBELL.COM
03060PCDHS3EAST,WORTHEN INDUSTRIES INC UPACO DIV,NASHUA,NH,1,VCONNELLY@WORTHENIND.COM
56301NWFLY6200G,NEW FLYER OF AMERICA,SAINT CLOUD,MN,5,DAN_METOYER@NEWFLYER.COM
17009STNDR500WA,STANDARD STEEL LLC,BURNHAM,PA,3,DSTEHLEY@STANDARDSTEEL.COM
63552CNGRF216VI,CONAGRA FOODS PACKAGED FOODS LLC - MACON,MACON,MO,7,JOHN.PHIPPS@CONAGRA.COM
75038MNTRP3041S,MENTOR TEXAS OPERATIONS LP,IRVING,TX,6,KBRYANT2@ITS.JNJ.COM
27405NDSCL2319J,NOVALENT LTD,GREENSBORO,NC,4,LAURA.CHAMBERS@NOVALENT.COM
35055MCSHV24007,RELIANCE WORLDWIDE CORP,CULLMAN,AL,4,KRIS.LUSK@RWC.COM
03051PRNCT33CNS,INTERVALA LLC,HUDSON,NH,1,JD.BELL@INTERVALA.COM
12920MCCDM23COL,AGRI-MARK INC  MCCADAM PLANT,CHATEAUGAY,NY,2,RHOSAIN@MCCADAM.COM
4560WCMMRC75CHA,COMMERCIAL VEHICLE GROUP - CHILLICOTHE,CHILLICOTHE,OH,5,DAVID.SHARP@CVGRP.COM
95203CRGLLPORTO,WESTWAY FEED PRODUCTS LLC,STOCKTON,CA,9,azael.valdez@westwayfeed.com
27822NXNSB6SPAR,NEXANS AEROSPACE USA LLC,ELM CITY,NC,4,ART.DEMING@NEXANS.COM
01606CMPLS53MIL,A SCHULMAN CCNE,WORCESTER,MA,1,LISA.MCLAUGHLIN@ASCHULMAN.COM
32218THBFG6061B,GOODRICH CORP,JACKSONVILLE,FL,4,DARREN.MCCANE@COLLINS.COM
24592PHLPSPOBOX,AQUATIC CO,SOUTH BOSTON,VA,3,DSEAMSTER@AQUATICBATH.COM
19947MFGJSEIGHT,JUSTIN TANKS LLC,GEORGETOWN,DE,3,EMSHORT@JUSTINTANKS.COM
23337SNSGDWALLO,U.S. NASA GSFC WALLOPS FLIGHT FACILITY,WALLOPS ISLAND,VA,3,JEREMY.L.EGGERS@NASA.GOV
52046WSTRN94JAM,WESTERN DUBUQUE BIODIESEL LLC,FARLEY,IA,7,TOM.BROOKS@WDBIODIESEL.NET
13492TCCRPHALSE,TECT UTICA,WHITESBORO,NY,2,MCOLLINS@PURSUITAERO.COM
86403LCTRN915KI,A&A ELECTRONICS ASSEMBLY,LAKE HAVASU CITY,AZ,9,GARYLUCE@AAELECT.COM
3156WGLGCC251CM,AGLOGIC CHEMICAL LLC - CAMDEN PLANT,WOODBINE,GA,4,ericstommel@aglogicchemical.com
0410WMNSTN51ING,MAINE STANDARD BIOFUELS,PORTLAND,ME,1,JARMIN@MAINESTANDARDBIOFUELS.COM
08829GLSSM124WM,GLASSMAN HIGH VOLTAGE INC,HIGH BRIDGE,NJ,2,JFLECK@GLASSMANHV.COM
7754WFRPRT2363D,FREEPORT LNG PRETREATMENT FACILITY,FREEPORT,TX,6,MSTEPHENSON@FREEPORTLNG.COM
2408WMPRLG4969S,IMPERIAL GROUP MANUFACTURING INC,DUBLIN,VA,3,MARCUS.LONG@IRONFORM.COM
54455SNNTR1000S,CRYSTAL FINISHING SYSTEMS INC - MOSINEE,MOSINEE,WI,5,LEE.BERGMANN@CRYSTALFINISHING.COM
48506MDSTT624KE,MID STATE PLATING CO.,FLINT,MI,5,DAN@MIDSTATEPLATING.COM
48655LNDLL5301S,POREX TECHNOLOGIES CORP,SAINT CHARLES,MI,5,KEVIN.MILLER@FILTRATIONGROUP.COM
30114STCNT201LO,ISOTEC INTERNATIONAL INC.,CANTON,GA,4,FOREST.KNIGHT@ISOTECINTL.COM
43207FRNKL2020B,FRANKLIN INTERNATIONAL,COLUMBUS,OH,5,HR@FRANKLININTERNATIONAL.COM
63049MRLCL6060H,ENGINEERED COIL CO. DBA DRS MARLO COIL,HIGH RIDGE,MO,7,BMCARTER@DRS.COM
5504WVRCTF1ISAN,EVER CAT FUELS LLC,ISANTI,MN,5,STEVENRUPP@EVERCATFUELS.COM
47804DGTLD1800N,SONY DADC,TERRE HAUTE,IN,5,LEN.KRUPA@SONY.COM
37621BRSTL390BR,BRISTOL METALS LP,BRISTOL,TN,4,MROBINETTE@ASCENTTUBULAR.COM
1376WGDSGL171NR,GEODIS SCO USA LLC,ENDICOTT,NY,2,PHILIP.MATRUSKI@GEODIS.COM
52761HNCXXHWY61,ALLSTEEL MUSCATINE PLANT,MUSCATINE,IA,7,BRUNIEMCDERMOTTL@HNICORP.COM
5503WHSTNG171VE,HASTINGS COOP CREAMERY,HASTINGS,MN,5,jesse@hastingscreamery.com
54115VLLYC845PR,VALLEY CABINET INC.,DE PERE,WI,5,DSTOLLER@VALLEYCABINETINC.COM
50401GLDNG18334,GOLDEN GRAIN ENERGY LLC,MASON CITY,IA,7,CKUHLERS@GGECORN.COM
28617GTSRB101GA,HALCORE GROUP INC. DBA AMERICAN EMERGENCY VEHICLES,JEFFERSON,NC,4,RANDY.HANSON@REVGROUP.COM
7704WHRRYC641WS,HARRY CAMERON TECHNOLOGY CENTER,HOUSTON,TX,6,JFOSSON@SLB.COM
73055CHMCL1004S,FLOTEK CHEMISTRY LLC,MARLOW,OK,6,JWHITE@FLOTEKIND.COM
04364LTRNT3BSUM,ALTERNATIVE MANUFACTURING INC,WINTHROP,ME,1,GBOYD@AMIEMS.COM
07977KMLNS12HOL,KOMLINE-SANDERSON CORP,PEAPACK,NJ,2,JEFLETCHER@KOMLINE.COM
40210STHRN1335S,BYK USA INC.,LOUISVILLE,KY,4,JASON.RINGLER@ALTANA.COM
54956PLXSC590EN,PLEXUS CORP (NEENAH OPERATIONS),NEENAH,WI,5,NATE.MICHAEL@PLEXUS.COM
53156PCRSN600IN,EPIC RESINS,PALMYRA,WI,5,JSMUKOWSKI@EPICRESINS.COM
48065RMRMN74000,ROMEO RIM INC. - PLANTS 1 & 2,ROMEO,MI,5,EVAN.CUSUMANO@ROMEORIM.COM
94952SCSTG599TO,U.S. COAST GUARD TRAINING CENTER PETALUMA,PETALUMA,CA,9,MICHAEL.A.CIGNETTI@USCG.MIL
7816WCPNDS1BUSI,ICP INDUSTRIES LLC,STOCKDALE,TX,6,RGARCIA@ICP-SA.COM
60089PLXSC2400M,PLEXUS MFG SOLUTIONS - CHICAGO,BUFFALO GROVE,IL,5,NEENA.VARGHESE@PLEXUS.COM
86001WLGRSWOODY,W. L. GORE & ASSOCIATES INC.,FLAGSTAFF,AZ,9,JMORAN@WLGORE.COM
46236GBCKD10640,ICOR INTERNATIONAL INC,INDIANAPOLIS,IN,5,TALLISON@ICORINTERNATIONAL.COM
01851TXTRN2INDU,AVCARB MATERIAL SOLUTIONS,LOWELL,MA,1,JOHN.GAFFNEY@AVCARB.COM
66701PRLSS2403S,PEERLESS PRODUCTS INC,FORT SCOTT,KS,7,LSONSTENG@PEERLESSPRODUCTS.COM
80916NCRMD1635A,INNOVAFLEX,COLORADO SPRINGS,CO,8,JAMES.MCGILL@INNOVAFLEXUSA.COM
35660RYNLDEAST2,WISE ALLOYS LLC - ALLOYS PLANT,MUSCLE SHOALS,AL,4,AVERY.IRVIN@CONSTELLIUM.COM
28115NGKCR119MA,NGK CERAMICS USA INC,MOORESVILLE,NC,4,TODD.ALEXANDER@NGKCERAMICS.COM
32548SGNLT84HIL,CRANE ELECTRONICS INC,FORT WALTON BEACH,FL,4,BRYAN.RIDDELL@CRANEAE.COM
75604TRNTY708JO,TRINITY TANK CAR INC. PLT  200,LONGVIEW,TX,6,MITCHELL.WAY@TRIN.NET
74015LLDSG1301M,UMICORE AUTOCAT USA INC,CATOOSA,OK,6,GARY.DWYER@AM.UMICORE.COM
7605WHRSTP3152S,HURST PLANT,FORT WORTH,TX,6,JWARNER@ARGOS-US.COM
21074BLCKD626HA,BLACK & DECKER (US) INC,HAMPSTEAD,MD,3,BRADLEY.GROVER@SBDINC.COM
21230KYDNR1400B,KAYDON RING & SEAL INC,BALTIMORE,MD,3,MBOLLINGER@KAYDON.COM
95301TWTRF1FEDE,ATWATER FEDERAL PRISON,ATWATER,CA,9,JCASTELLANOS@BOP.GOV
60050PRMMG3521N,PREM MAGNETICS INC,MCHENRY,IL,5,JHAGEN@PREMMAG.COM
7240WPSTCN58CWP,POST CONSUMER BRANDS,JONESBORO,AR,6,DWDALTON@POSTHOLDINGS.COM
0150WKRLST91CAR,KARL STORZ ENDOVISION,CHARLTON,MA,1,GERARD.ROY@KARLSTORZ.COM
52057XDCRPSOUTH,STRYTEN MANCHESTER LLC,MANCHESTER,IA,7,SHAWN.TACKETT@STRYTEN.COM
34624HNYWL13350,HONEYWELL INC,CLEARWATER,FL,4,FABIO.PEREIRAMEDRADO@HONEYWELL.COM
19512NCSTC6THWA,UNICAST CO,BOYERTOWN,PA,3,DANM@UNICASTCO.COM
07657KMBRM161RA,KIMBER MFG INC,RIDGEFIELD,NJ,2,ALOGAN@KIMBERAMERICA.COM
2728WDNCST328SU,EDEN CUSTOM PROCESSING LLC,EDEN,NC,4,AMELVIN@ECPCHEM.COM
32966DYCPR16259,PARKER HANNIFIN,VERO BEACH,FL,4,ETMCELROY@PARKER.COM
66031STSNC3NEWC,STOUSE LLC,NEW CENTURY,KS,7,CLAY.DAVIS@STOUSE.COM
93635NGMRP25922,INGOMAR PACKING,LOS BANOS,CA,9,JOSH.HANDLEY@INGOMAR.COM
47112VNTFB3430C,DARAMIC LLC,CORYDON,IN,5,MAGGIE.FOX@POLYPORE.NET
44135TTHLL1000B,VOSS INDUSTRIES LLC,BEREA,OH,5,MCLEAVER@VOSSIND.COM
47987MSTRG1200E,MASTER GUARD LLC,VEEDERSBURG,IN,5,PDEVAULT@FLEXNGATE.COM
0245WNVBMD2PRSP,NOVA BIOMEDICAL CORP,WALTHAM,MA,1,TLARKIN@NOVABIO.COM
79703BNCHM4113W,SELECT CHEMISTRY - MIDLAND,MIDLAND,TX,6,HBUTLER@SELECTWATER.COM
1682WTHRMF32RLL,THERMO FISHER SCIENTIFIC,BELLEFONTE,PA,3,SCOTT.DELOZIER@THERMOFISHER.COM
1803WMRCNC788PE,AMERICAN CRAFT BREWERY LLC,BREINIGSVILLE,PA,3,CHRISTOPHER.MARTIN@BOSTONBEER.COM
1880WSPNGJ123BA,SPONGE-JET INC.,MONTROSE,PA,3,BBEEMAN@SPONGEJET.COM
29304HCHSTI85AT,AURIGA POLYMERS INC-SPARTANBURG FACILITY,SPARTANBURG,SC,4,TIM.JAMISON@US.INDORAMA.NET
30073JYCHM1400I,AJAY NA LLC,POWDER SPRINGS,GA,4,SABRINA.DAVILA@AJAY-SQM.COM
61547CTRPL8826W,CATERPILLAR INC MAPLETON PLANT,MAPLETON,IL,5,TIFFANY.HEIKKILA@CAT.COM
4713WTNNCN8TREY,TENNECO AUTOMOTIVE OPERATING CO INC.,JEFFERSONVILLE,IN,5,KKRAUSE@TENNECO.COM
42344THNSGSTATE,DYNO NOBEL INC,GRAHAM,KY,4,ANDY.KULACZ@AM.DYNONOBEL.COM
4413WVLTRN292FU,VALTRONIC TECHNOLOGIES (USA) INC,SOLON,OH,5,SBOSSART@VALTRONIC.COM
85338KLTMF3831S,KPS GLOBAL,GOODYEAR,AZ,9,JAMESREILLY@KPSGLOBAL.COM
06516NTHNN350FR,MACDERMID ENTHONE INC,WEST HAVEN,CT,1,RICHARD.DAMICO@ELEMENTSOLUTIONSINC.COM
15144PPGND125CO,PPG INDUSTRIESINC-SPRINGDALE COMPLEX,SPRINGDALE,PA,3,LMACE@PPG.COM
02780WTRSC177RO,WATERS TECHNOLOGY CORP,TAUNTON,MA,1,JOSEPH_DUBEAU@WATERS.COM
30060NRTHC1525C,KEMIRA WATER SOLUTIONS INC.,MARIETTA,GA,4,MICHAEL.RE@KEMIRA.COM
1834WCSTML5RIVE,CUSTOM LAMINATING CORP,MOUNT BETHEL,PA,3,KREMPLMATTHEW@CUSTOML.COM
27284HGHLN215DR,TEX-TECH COATINGS LLC,KERNERSVILLE,NC,4,JHIGH@TEXTECHINDUSTRIES.COM
25265FLMNPUSRT6,FELMAN PRODUCTION INC,LETART,WV,3,VANOSOV@FPIWV.COM
50801GRNVLRR1XX,GREEN VALLEY CHEMICAL CORP.,CRESTON,IA,7,DOUG@GREENVALLEYCHEMICAL.COM
