V_TRI_FORM_R_EZ.TRI_FACILITY_ID,V_TRI_FORM_R_EZ.FACILITY_NAME,V_TRI_FORM_R_EZ.CITY_NAME,V_TRI_FORM_R_EZ.STATE_ABBR,V_TRI_FORM_R_EZ.ZIP_CODE,V_TRI_FORM_R_EZ.REGION,V_TRI_FORM_R_EZ.ASGN_PUBLIC_CONTACT_EMAIL,V_TRI_FORM_R_EZ.DOC_CTRL_NUM,V_TRI_FORM_R_EZ.CAS_REGISTRY_NUMBER,V_TRI_FORM_R_EZ.REPORTING_YEAR,V_TRI_FORM_R_EZ.MAX_AMOUNT_OF_CHEM,Code Expansion for Maximum Amount Of Chemical,V_TRI_FORM_R_EZ.CAS_CHEM_NAME,V_TRI_FORM_R_EZ.CARC_IND,V_TRI_FORM_R_EZ.PFAS_IND,V_TRI_FORM_R_EZ.METAL_IND,V_TRI_FORM_R_EZ.PRODUCE,V_TRI_FORM_R_EZ.IMPORTED,V_TRI_FORM_R_EZ.SALE_DISTRIBUTION,V_TRI_FORM_R_EZ.BYPRODUCT,V_TRI_FORM_R_EZ.PROCESS_IMPURITY,V_TRI_FORM_R_EZ.AIR_TOTAL_RELEASE,V_TRI_FORM_R_EZ.WATER_TOTAL_RELEASE,V_TRI_FORM_R_EZ.LAND_TOTAL_RELEASE,V_TRI_FORM_R_EZ.SOURCE_REDUCTION_IND,V_TRI_FORM_R_EZ.SOURCE_REDUCTION_ACT_1,V_TRI_FORM_R_EZ.EST_ANNUAL_REDUCT_1,V_TRI_FORM_R_EZ.SOURCE_REDUCTION_ACT_2,V_TRI_FORM_R_EZ.EST_ANNUAL_REDUCT_2,V_TRI_FORM_R_EZ.SOURCE_REDUCTION_ACT_3,V_TRI_FORM_R_EZ.EST_ANNUAL_REDUCT_3,V_TRI_FORM_R_EZ.INDUSTRY_CODE,V_TRI_FORM_R_EZ.INDUSTRY_DESCRIPTION
"2785WFWNLC1INDU","AMERICAN COMPUTER DEVELOPMENT INC","NASHVILLE","NC","27856","4","KBOYKIN@ACDI.COM","1315213585971","N420","2015","02","100  to  999","Lead compounds","0","N","Y","0","0","0","0","0","0","0","0","","W82","R6","W14","","W19","","334","Computers and Electronic Products"
"30916MCPRF3702C","SOLVAY SPECIALTY POLYMERS USA L.L.C.","AUGUSTA","GA","30906","4","JUSTIN.WHITE@SYENSQO.COM","1321219863750","7647-01-0","2021","04","10000  to  99999","Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)","0","N","N","1","0","0","1","0","79","0","0","","S21","R3","","","","","325","Chemicals"
"07730FFCMP600ST","INTERNATIONAL FLAVORS & FRAGRANCES INC","HAZLET","NJ","07730","2","MEDIA.REQUEST@IFF.COM","1324222822759","1222-05-5","2024","05","100000  to  999999","1,3,4,6,7,8-Hexahydro-4,6,6,7,8,8-hexamethylcyclopenta[g]-2-benzopyran","0","N","N","0","0","0","0","0","0","0","0","","S41","R6","S42","R6","","","325","Chemicals"
"14432GWLSK2SOUT","GW LISK CO INC","CLIFTON SPRINGS","NY","14432","2","AHAWKER@GWLISK.COM","1322220936975","N420","2022","03","1000  to  9999","Lead compounds","0","N","Y","0","0","0","0","0",".732","0","0","","S03","R3","","","","","332","Fabricated Metals"
"91355PLYCR28176","SGL TECHNIC INC POLYCARBON DI V","SANTA CLARITA","CA","91355","9","ERIC.BERGMAN@SGLCARBON.COM","1316216597284","7664-93-9","2016","01","0  to  99","Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)","0","N","N","1","0","0","1","0","28","0","0","","W49","R1","","","","","335","Electrical Equipment"
"12138TCNCPCOONB","TONOGA INC DBA TACONIC","PETERSBURGH","NY","12138","2","TIMK@4TACONIC.COM","1314211959438","100-41-4","2014","03","1000  to  9999","Ethylbenzene","1","N","N","0","0","0","0","0","244","0","0","","W13","R6","","","","","313","Textiles"
"85040MTCMT3508E","METCO METAL FINISHING LLC","PHOENIX","AZ","85040","9","RCLARK@METCOFINISHING.COM","1315214189654","N982","2015","04","10000  to  99999","Zinc compounds","0","N","Y","0","0","0","0","0","0","0","0","","W13","R5","","","","","332","Fabricated Metals"
"36105HYNDM7HYUN","HYUNDAI MOTOR MANUFACTURING ALABAMA LLC","MONTGOMERY","AL","36105","4","RBURNS@HMMAUSA.COM","1316215328749","110-82-7","2016","04","10000  to  99999","Cyclohexane","0","N","N","0","0","0","0","0","88.35","0","0","","W13","R6","","","","","336","Transportation Equipment"
"48057HSPTR4150S","LYMTAL INTERNATIONAL,INC.","LAKE ORION","MI","48359","5","IMAD@LYMTAL.COM","1319218244566","95-63-6","2019","03","1000  to  9999","1,2,4-Trimethylbenzene","0","N","N","0","0","0","0","0","42.51","5","0","","W13","R5","","","","","325","Chemicals"
"61354HNTSM501BR","EPSILYTE LLC","PERU","IL","61354","5","ANGEL.ARIAS@EPSILYTE.COM","1319218388421","100-42-5","2019","07","10000000  to  49999999","Styrene","1","N","N","0","0","0","0","0","6032",".91","0","","W49","R5","","","","","325","Chemicals"
"87413BLMFLNO50C","WESTERN REFINING - BLOOMFIELD","BLOOMFIELD","NM","87413","6","MSBARTO@MARATHONPETROLEUM.COM","1314212944452","110-82-7","2014","06","1000000  to  9999999","Cyclohexane","0","N","N","1","0","1","0","0","4057","0","0","","W39","R6","W13","R6","","","324","Petroleum"
"82701WYMNG740WE","WYOMING REFINING CO","NEWCASTLE","WY","82701","8","BPISCHKE@PARPACIFIC.COM","1318217320631","7664-39-3","2018","04","10000  to  99999","Hydrogen fluoride","0","N","N","0","1","0","0","0","825.5","0","0","","W13","R6","","","","","324","Petroleum"
"76301NTDLC50151","UNITED ELECTRIC CO LP","WICHITA FALLS","TX","76301","6","MARTHA.EDMONDSON@MAGICAIRE.COM","1319218141289","7440-50-8","2019","05","100000  to  999999","Copper","0","N","Y","0","0","0","0","0","126","0","0","","W52","R6","","","","","333","Machinery"
"3774WMLLRG515BH","MILLER/GREENEVILLE PLANT 2","GREENEVILLE","TN","37745","4","CHOUGH@MILLERIND.COM","1321220495840","7439-96-5","2021","05","100000  to  999999","Manganese","0","N","Y","0","0","0","0","0","2.8","0","0","","S23","R6","","","","","336","Transportation Equipment"
"53066PRMLD5657F","PREMOLD CORP","OCONOMOWOC","WI","53066","5","WDIRKSEN@PREMOLDCORP.COM","1315213206156","108-88-3","2015","02","100  to  999","Toluene","0","N","N","0","0","0","0","0","435","0","0","","W49","R2","","","","","326","Plastics and Rubber"
"27804LCNCN400JE","KABA ILCO CORP","ROCKY MOUNT","NC","27801","4","RAMI.SAIDEH@DORMAKABA.COM","1321220164368","N100","2021","06","1000000  to  9999999","Copper compounds","0","N","Y","0","0","0","0","0","500","5","0","","S21","R4","","","","","332","Fabricated Metals"
"02830CNSTT1575S","OCEAN STATE POWER","HARRISVILLE","RI","02830","1","NATHANIEL.R.LARSON@ETHOSENERGY.COM","1316215164892","7664-41-7","2016","04","10000  to  99999","Ammonia","0","N","N","0","0","0","0","0","76102","0","0","","W13","R6","","","","","2211","Electric Utilities"
"80751STRLN45ANG","STERLING ETHANOL LLC","STERLING","CO","80751","8","COLBY.NEELEY@YUMAETHANOL.COM","1318217142090","75-07-0","2018","04","10000  to  99999","Acetaldehyde","1","N","N","1","0","0","0","0","4828","0","0","","W58","R5","","","","","325","Chemicals"
"4060WHYSHT11FRT","HAYASHI TELEMPU NA","FRANKFORT","KY","40601","4","SROBBINS@HAYATELE-NA.COM","1314212853004","MIXTURE","2014","04","10000  to  99999","Mixture","0","N","N","0","0","0","0","0","5","0","8363","","W19","R6","","","","","336","Transportation Equipment"
"32901RCKWL1100W","ROCKWELL COLLINS","MELBOURNE","FL","32901","4","ASHOK.KALLURI@COLLINS.COM","1317215941358","7439-92-1","2017","02","100  to  999","Lead","1","N","Y","0","0","0","0","0","1","0","0","","W74","R6","","","","","334","Computers and Electronic Products"
"06479SPRML455AT","SUPREME LAKE MANUFACTURING INC","PLANTSVILLE","CT","06479","1","DOBRINDTK@GMAIL.COM","1324222519100","7439-92-1","2024","03","1000  to  9999","Lead","1","N","Y","0","0","0","0","0","0","0","0","","S06","R4","","","","","332","Fabricated Metals"
"06002SCHRR40EAS","ITW SHINEMARK","BLOOMFIELD","CT","06002","1","PAVEL.MINDZAK@ITWSHINEMARK.COM","1320218769646","108-88-3","2020","03","1000  to  9999","Toluene","0","N","N","0","0","0","0","0","1039","0","0","","W56","R5","","","","","322","Paper"
"74015RXCHN5215A","WESTERMAN INC","CATOOSA","OK","74015","6","JAKE.BRUNER@WESTERMANINC.COM","1321219633702","7439-96-5","2021","03","1000  to  9999","Manganese","0","N","Y","0","0","0","0","1","29652","0","0","","S21","R6","","","","","333","Machinery"
"6672WHLNDS3928R","HI-LO INDUSTRIES INC","CHANUTE","KS","66720","7","BLAINE@BRIDGEWOODCABINETS.COM","1318216707481","71-36-3","2018","03","1000  to  9999","n-Butyl alcohol","0","N","N","0","0","0","0","0","15020","0","0","","W56","R3","","","","","337","Furniture"
"7270WDLTGR3115W","DELTA GROUP ELECTRONICS INC","FAYETTEVILLE","AR","72704","6","TCUMMINS@DELTAGROUPINC.COM","1315213739016","7439-92-1","2015","02","100  to  999","Lead","1","N","Y","0","0","0","0","0","0","0","0","","W13","R6","","","","","334","Computers and Electronic Products"
"24486DGSCH275TR","DEGESCH AMERICA INC","WEYERS CAVE","VA","24486","3","MMCLEAN@DEGESCHAMERICA.COM","1318216951943","7664-41-7","2018","02","100  to  999","Ammonia","0","N","N","0","0","0","0","0","186","0","0","","W19","R2","","","","","325","Chemicals"
"7508WRCHRD125DI","RICHARDSON PLANT","RICHARDSON","TX","75081","6","DPUDVAH@SMYRNAREADYMIX.COM","1314212322236","7439-92-1","2014","01","0  to  99","Lead","1","N","Y","0","0","0","0","1",".0652",".0003","0","","W13","R6","","","","","327","Nonmetallic Mineral Product"
"17557VCTRF403SO","TYSON POULTRY INC-NEW HOLLAND COMPLEX","NEW HOLLAND","PA","17557","3","ALBERT.GONZALEZ@TYSON.COM","1316215162645","79-21-0","2016","03","1000  to  9999","Peracetic acid","0","N","N","0","0","0","0","0","0","0","0","","W52","R6","","","","","311","Food"
"46383TTNDV5103E","POWDER PROCESSING & TECHNOLOGY","VALPARAISO","IN","46383","5","AKERR@PPTECHNOLOGY.COM","1314212442976","N982","2014","05","100000  to  999999","Zinc compounds","0","N","Y","0","0","0","0","0","565.5","0","0","","W13","R5","W52","R6","W14","R6","339","Miscellaneous Manufacturing"
"01950NNSPC3MALC","UNION SPECIALTIES INC","NEWBURYPORT","MA","01950","1","JOEMARSHALL@UNIONSPECIALTIESINC.COM","1322220660258","N120","2022","05","100000  to  999999","Diisocyanates","0","N","N","0","0","0","0","0","5","0","0","","S06","R6","","","","","325","Chemicals"
"13212CMCNT7313W","ICM CONTROLS CORP","NORTH SYRACUSE","NY","13212","2","MO'CONNOR@ICMCONTROLS.COM","1316215413283","7439-92-1","2016","03","1000  to  9999","Lead","1","N","Y","0","0","0","0","0","4","0","0","","W58","R3","","","","","335","Electrical Equipment"
"07083LCNPW901LE","ACUPOWDER INTERNATIONAL LLC","UNION","NJ","07083","2","WESTLEY.RISCILI@KYMERAINTERNATIONAL.COM","1314212460834","7439-96-5","2014","05","100000  to  999999","Manganese","0","N","Y","0","1","1","0","0","0","0","0","","W52","R5","","","","","331","Primary Metals"
"3301WMRCNV6W83R","AMERICAN VINYL CO","HIALEAH","FL","33014","4","RYAN@AVCPLASTICS.COM","1316214913461","117-81-7","2016","05","100000  to  999999","Di(2-ethylhexyl) phthalate","1","N","N","0","0","0","0","0","0","0","0","","W84","R1","","","","","326","Plastics and Rubber"
"7125WMYRNT525PR","MYRIANT CORP","LAKE PROVIDENCE","LA","71254","6","MLITTLE@MYRIANT-LP.COM","1314213168925","7664-41-7","2014","05","100000  to  999999","Ammonia","0","N","N","0","0","0","0","0","1000","4270","0","","W52","R6","","","","","325","Chemicals"
"14304THGDY5408B","GOODYEAR TIRE & RUBBER CO","NIAGARA FALLS","NY","14304","2","DEREK_SHERMAN@GOODYEAR.COM","1316215579842","108-95-2","2016","05","100000  to  999999","Phenol","0","N","N","0","0","0","0","0","1060.6","0","0","","W52","R6","","","","","325","Chemicals"
"7601WHNTSM3315E","HUNTSMAN BUILDING SOLUTIONS","ARLINGTON","TX","76011","6","BSTENZEL@HUNTSMANBUILDS.COM","1321220071652","107-21-1","2021","05","100000  to  999999","Ethylene glycol","0","N","N","0","0","0","0","0","14.58","0","0","","S03","R5","","","","","325","Chemicals"
"60650CTGPT3737S","CITGO PETROLEUM CORP CICERO LUBRICANTS MANUFACTURING PLANT","CICERO","IL","60804","5","LSIBLEY@CITGO.COM","1315214073328","N982","2015","06","1000000  to  9999999","Zinc compounds","0","N","Y","0","0","0","0","0","0","0","0","","W14","R6","W13","R6","W21","R6","324","Petroleum"
"57201FBRGL12251","FIBERGLASS SPECIALTIES INC","WATERTOWN","SD","57201","8","FIREBIRD.89@HOTMAIL.COM","1320218639161","100-42-5","2020","03","1000  to  9999","Styrene","1","N","N","0","1","0","0","0","9836","0","0","","W75","R6","","","","","326","Plastics and Rubber"
"77507NSSKC10500","NIPPON CHEMICAL TEXAS INC","PASADENA","TX","77507","6","DCRANFILL@NCTIUS.COM","1314213010489","71-43-2","2014","06","1000000  to  9999999","Benzene","1","N","N","0","0","0","0","0","1821.22","0","0","","W51","R5","","","","","325","Chemicals"
"77541RHNPL6213H","VENCOREX US INC","FREEPORT","TX","77541","6","KEVIN.FUENTES@VENCOREX.COM","1322220685224","100-41-4","2022","04","10000  to  99999","Ethylbenzene","1","N","N","0","0","0","0","0","133","0","0","","S35","R5","","","","","325","Chemicals"
"53201MLLRB4000W","MOLSON COORS USA LLC-MILWAUKEE BREWERY","MILWAUKEE","WI","53208","5","JOSH.NOEL@MOLSONCOORS.COM","1323221862422","N982","2023","03","1000  to  9999","Zinc compounds","0","N","Y","0","0","0","0","0","0","0","0","","S21","R6","","","","","3121","Beverages"
"18104PTMNMNORTH","GEO SPECIALTY CHEMICALS TRIMET PRODUCTS GROUP","ALLENTOWN","PA","18104","3","LOUIS.GRAHAM@GEOSC.COM","1316215651821","N511","2016","04","10000  to  99999","Nitrate compounds (water dissociable; reportable only when in aqueous solution)","0","N","N","0","0","0","0","0","0","1383","0","","W42","R1","","","","","325","Chemicals"
"50138MNNST3406E","3M CO - KNOXVILLE","KNOXVILLE","IA","50138","7","THAUCK@MMM.COM","1315213684564","79-10-7","2015","05","100000  to  999999","Acrylic acid","0","N","N","0","0","0","0","0","21250","0","0","","W58","R6","W52","R6","","","322","Paper"
"89410RVPCF1198S","AERVOE LLC","GARDNERVILLE","NV","89410","9","MDW@AERVOE.COM","1323221626803","7440-66-6","2023","05","100000  to  999999","Zinc (fume or dust)","0","N","N","0","0","0","0","0","0","0","0","","S42","R6","","","","","325","Chemicals"
"37322STRMC240IN","STORM POWER COMPONENTS","DECATUR","TN","37322","4","CFORD@STORMPOWER.COM","1321219906981","7697-37-2","2021","03","1000  to  9999","Nitric acid","0","N","N","0","0","0","0","0","500","0","0","","S41","R6","","","","","332","Fabricated Metals"
"56352KRFTN1000E","LAND O'LAKES - MELROSE","MELROSE","MN","56352","5","AJSHILLING@LANDOLAKES.COM","1316215554320","N511","2016","03","1000  to  9999","Nitrate compounds (water dissociable; reportable only when in aqueous solution)","0","N","N","1","0","0","1","0","0","0","0","","W58","R6","","","","","311","Food"
"9722WGLYXT794SW","AGILYX","TIGARD","OR","97223","10","FREDRIC.ROSQVIST@AGILYX.COM","1320218703623","100-42-5","2020","04","10000  to  99999","Styrene","1","N","N","1","0","1","0","0",".4","0","0","","W52","R3","","","","","325","Chemicals"
"38965CLTNDHIGHW","SOLERO TECHNOLOGIES","WATER VALLEY","MS","38965","4","CHRIS.BYRD@SOLEROTECH.COM","1316215731136","7439-92-1","2016","03","1000  to  9999","Lead","1","N","Y","0","0","0","0","0","0","0","0","","W50","R5","","","","","336","Transportation Equipment"
"12150SCHNC1000M","SI GROUP INC","ROTTERDAM JUNCTION","NY","12150","2","MELISSA.PEER@SIIGROUP.COM","1316215531043","1330-20-7","2016","05","100000  to  999999","Xylene (mixed isomers)","0","N","N","0","0","0","0","0","12200","1.5","0","","W52","R2","","","","","325","Chemicals"
"91006NMLDB36LAP","DANCO ANODIZING (DBA DANCO METAL SURFACING)","ARCADIA","CA","91006","9","MAX.C@DANCO.NET","1315213926835","N511","2015","04","10000  to  99999","Nitrate compounds (water dissociable; reportable only when in aqueous solution)","0","N","N","1","0","0","1","0","0","0","0","","W71","R5","W78","R6","","","332","Fabricated Metals"
"53151PTRNC16700","PETRON CORP","NEW BERLIN","WI","53151","5","JBITTNER@PETRONCORP.COM","1316215563634","N982","2016","04","10000  to  99999","Zinc compounds","0","N","Y","0","0","0","0","0","0","0","0","","W14","R6","W21","R6","","","324","Petroleum"
"44024LSTCH160PA","LANXESS CORP PLANT 2","CHARDON","OH","44024","5","BERT.MOLZON@LANXESS.COM","1315214191874","N010","2015","03","1000  to  9999","Antimony compounds","0","N","Y","0","1","1","0","0","0","0","0","","W21","R6","","","","","326","Plastics and Rubber"
"19061BPLCMPOSTR","MONROE ENERGY LLC-TRAINER REFINERY","TRAINER","PA","19061","3","GREG.MERRILL@MONROE-ENERGY.COM","1321220412670","71-43-2","2021","06","1000000  to  9999999","Benzene","1","N","N","1","1","1","1","0","24095","0","0","","S22","R6","S44","R6","","","324","Petroleum"
"56308MCMPN2115S","3M CO-ALEXANDRIA","ALEXANDRIA","MN","56308","5","TDHEDSTROM2@MMM.COM","1322220852432","108-95-2","2022","03","1000  to  9999","Phenol","0","N","N","0","0","0","0","0","80853","0","0","","S43","R6","","","","","327","Nonmetallic Mineral Product"
"35806NGLHR9800K","BASF MOBILE EMISSIONS CATALYSTS LLC","HUNTSVILLE","AL","35824","4","CLINTON.HOLDEN@BASF-CATALYSTSMETALS.COM","1320219232523","N511","2020","03","1000  to  9999","Nitrate compounds (water dissociable; reportable only when in aqueous solution)","0","N","N","0","0","0","0","0","12.78","1","0","","W33","R6","","","","","336","Transportation Equipment"
"91730PRCSN11155","PRECISION AEROSPACE CORP","RANCHO CUCAMONGA","CA","91730","9","JHUDSON@PAC.CC","1324223202298","7664-39-3","2024","03","1000  to  9999","Hydrogen fluoride","0","N","N","0","0","0","0","0","225","0","0","","S21","R4","","","","","336","Transportation Equipment"
"37815MHLNCHWY11","MAHLE ENGINE COMPONENTS USA INC","MORRISTOWN","TN","37860","4","JIM.SEXTON@MAHLE.COM","1321219645520","N495","2021","04","10000  to  99999","Nickel compounds","1","N","Y","0","0","0","0","0","0","0","0","","S25","R2","","","","","336","Transportation Equipment"
"70715NNYPLLA1NO","NAN YA PLASTICS CORP AMERICA","BATCHELOR","LA","70715","6","GNAN@NABT.NPCAM.COM","1322220726780","N040","2022","04","10000  to  99999","Barium compounds (except for barium sulfate (CAS No. 7727-43-7))","0","N","N","0","0","0","0","0","0","0","0","","S21","R6","","","","","326","Plastics and Rubber"
"63145MCDNNLINDB","THE BOEING CO","BERKELEY","MO","63134","7","JARRETT.HECKERT@BOEING.COM","1316215472655","7697-37-2","2016","04","10000  to  99999","Nitric acid","0","N","N","0","0","0","0","0","1000","0","0","","W43","R2","","","","","336","Transportation Equipment"
"07114CHMFL92896","CHEM FLUER/FIRMENICH INC","NEWARK","NJ","07114","2","RON.KURTZ@DSM-FIRMENICH.COM","1323222350492","77-73-6","2023","04","10000  to  99999","Dicyclopentadiene","0","N","N","0","0","0","0","0","52","0","0","","S35","R6","","","","","325","Chemicals"
"29636RYMTLBOX38","ROY METAL FINISHING CO INC","GREENVILLE","SC","29607","4","JPAZDAN@RMF-SC.COM","1315214050130","N495","2015","03","1000  to  9999","Nickel compounds","1","N","Y","1","0","0","0","0","50","0","0","","W13","R4","","","","","332","Fabricated Metals"
"56073MCMPN1700N","3M CO - NEW ULM","NEW ULM","MN","56073","5","DMILING@MMM.COM","1315214073797","N010","2015","04","10000  to  99999","Antimony compounds","0","N","Y","0","0","0","0","0","0","0","0","","W13","R6","","","","","335","Electrical Equipment"
"85210PHMNP112WI","JOY GLOBAL SURFACE MINING-MESA","MESA","AZ","85210","9","MICK.CRISP@JOYGLOBAL.COM","1324222432837","7439-96-5","2024","01","0  to  99","Manganese","0","N","Y","0","0","0","0","0","0","0","0","","S21","R4","","","","","333","Machinery"
"02763MTFBN332JO","METFAB ENGINEERING INC.","ATTLEBORO FALLS","MA","02763","1","ACCOUNTING@METFABENG.COM","1321219631633","7439-92-1","2021","03","1000  to  9999","Lead","1","N","Y","0","0","0","0","0","0","0","0","","S35","R6","","","","","332","Fabricated Metals"
"36105HYNDM7HYUN","HYUNDAI MOTOR MANUFACTURING ALABAMA LLC","MONTGOMERY","AL","36105","4","RBURNS@HMMAUSA.COM","1315214277168","1330-20-7","2015","05","100000  to  999999","Xylene (mixed isomers)","0","N","N","0","0","0","0","0","1585","0","0","","W13","R6","","","","","336","Transportation Equipment"
"25401CLBNC942BA","ECOLAB INC","MARTINSBURG","WV","25405","3","ROMAN.BLAHOSKI@ECOLAB.COM","1322221253673","79-21-0","2022","05","100000  to  999999","Peracetic acid","0","N","N","1","0","1","0","0","77","0","0","","S44","R3","","","","","325","Chemicals"
"38654THMPS10136","BPI COATING SOLUTIONS LLC","OLIVE BRANCH","MS","38654","4","BWARD@BPIPACKAGING.NET","1318216957910","94-36-0","2018","04","10000  to  99999","Benzoyl peroxide","0","N","N","0","0","0","0","0","0","0","0","","W67","R2","","","","","325","Chemicals"
"60178SYMRF917CR","SEYMOUR OF SYCAMORE LLC","SYCAMORE","IL","60178","5","PGEISKE@SEYMOURPAINT.COM","1316215031509","110-54-3","2016","04","10000  to  99999","n-Hexane","0","N","N","0","0","0","0","0","12.4","0","0","","W81","R6","","","","","325","Chemicals"
"91749CMCCH18383","ECOLAB INC","CITY OF INDUSTRY","CA","91748","9","ROMAN.BLAHOSKI@ECOLAB.COM","1316215505013","7697-37-2","2016","06","1000000  to  9999999","Nitric acid","0","N","N","0","0","0","0","0","870","0","0","","W14","R4","","","","","325","Chemicals"
"77054LLCHM9011E","ALLCHEM SERVICES INC","HOUSTON","TX","77054","6","JWILLIAMS@ALLCHEMSERVICES.COM","1322221147010","N770","2022","05","100000  to  999999","Vanadium compounds","0","N","Y","0","0","0","0","0","5","0","0","","S33","R1","","","","","325","Chemicals"
"63111RHNPL133EK","AGRAFORM","SAINT LOUIS","MO","63111","7","CGADDIS@AGRAFORM.COM","1315214295848","1897-45-6","2015","05","100000  to  999999","Chlorothalonil","1","N","N","0","0","0","0","0","255","5","0","","W14","R5","W19","R5","","","325","Chemicals"
"1230WFRTTC215TE","DSM-FIRMENICH","SCHENECTADY","NY","12308","2","KAREN.TOTH@DSM-FIRMENICH.COM","1319217671167","N100","2019","04","10000  to  99999","Copper compounds","0","N","Y","0","0","0","0","0","0","0","0","","W58","R2","","","","","325","Chemicals"
"03051PRFRM4PARK","MORGAN ADVANCED CERAMICS INC","HUDSON","NH","03051","1","BENJAMIN.WHITE@MORGANPLC.COM","1318217062811","7647-01-0","2018","01","0  to  99","Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)","0","N","N","1","0","0","1","0","231","0","0","","W52","R2","","","","","325","Chemicals"
"5300WLLCST217WE","BOYD CORP","ALLENTON","WI","53002","5","KURT.ACHTER@BOYDCORP.COM","1319217874015","7439-92-1","2019","02","100  to  999","Lead","1","N","Y","0","0","0","0","0","2.72","0","0","","W13","R5","","","","","331","Primary Metals"
"65708MRCLRHIGHW","PLAYPOWER EAST","MONETT","MO","65708","7","JIM.BRITT@PLAYPOWER.COM","1315213693815","N020","2015","03","1000  to  9999","Arsenic compounds","1","N","Y","0","0","0","0","1","0","0","0","","W29","R6","","","","","339","Miscellaneous Manufacturing"
"38562RQPCRHWY53","EATON AEROQUIP, LLC","GAINESBORO","TN","38562","4","WESTHOMPSON@EATON.COM","1316215156668","7439-92-1","2016","03","1000  to  9999","Lead","1","N","Y","0","0","0","0","0","0","0","0","","W19","R1","","","","","332","Fabricated Metals"
"05452BMXXX1000R","GLOBALFOUNDRIES U.S. 2 LLC - VERMONT FACILITY","ESSEX JUNCTION","VT","05452","1","ANDREW.LACOURCIERE@GLOBALFOUNDRIES.COM","1314212501035","7664-39-3","2014","04","10000  to  99999","Hydrogen fluoride","0","N","N","0","0","0","0","0","5279","0","0","","W51","R3","","","","","334","Computers and Electronic Products"
"77511QNTMC2MILE","EQUISTAR CHEMICALS LP CHOCOLATE BAYOU POLYMERS PLANT","ALVIN","TX","77511","6","CHELSEY.PENNEYCOBB@LYONDELLBASELL.COM","1323222019503","74-85-1","2023","05","100000  to  999999","Ethylene","0","N","N","0","0","0","0","0","11289","0","0","","S25","R6","S44","R4","","","325","Chemicals"
"92069HLLND622EM","HOLLANDIA DAIRY INC","SAN MARCOS","CA","92069","9","RHONDA_FULLER@HOLLANDIADAIRY.COM","1315214083685","7697-37-2","2015","04","10000  to  99999","Nitric acid","0","N","N","0","0","0","0","0","0","0","0","","W13","R3","","","","","999","Other"
"29154CRSCN43486","APEX TOOL GROUP LLC SUMTER SC OPERATION","SUMTER","SC","29154","4","COLIN.ALBAN@APEXTOOLGROUP.COM","1316215435355","7632-00-0","2016","04","10000  to  99999","Sodium nitrite","0","N","N","0","0","0","0","0","0","0","0","","W19","R4","","","","","332","Fabricated Metals"
"06001RFLXT120DA","ORAFOL AMERICAS INC","AVON","CT","06001","1","MICHAEL.ARSENAULT@ORAFOL.COM","1321219457862","108-88-3","2021","03","1000  to  9999","Toluene","0","N","N","0","0","0","0","0","381.82","0","0","","S13","R2","S21","R6","S35","R5","323","Printing"
"28001CLLNS313BE","AURIA ALBEMARLE LLC","ALBEMARLE","NC","28001","4","DAVID.LADD@AURIASOLUTIONS.COM","1316215519467","N100","2016","02","100  to  999","Copper compounds","0","N","Y","0","1","0","0","0","0","0","0","","W13","R6","","","","","314","Textile Product"
"76011BRRYM3800E","BERRYMAN PRODUCTS INC.","ARLINGTON","TX","76011","6","ETORRES@BERRYMANPRODUCTS.COM","1316215686724","67-56-1","2016","05","100000  to  999999","Methanol","0","N","N","0","0","0","0","0","6840","0","0","","W82","R6","","","","","325","Chemicals"
"33771DTKCR172ST","DITEK CORP","LARGO","FL","33771","4","DAVE.GATTIS@DITEKCORP.COM","1315213705876","7439-92-1","2015","03","1000  to  9999","Lead","1","N","Y","0","0","0","0","0","0","0","0","","W42","R2","","","","","335","Electrical Equipment"
"40214BNKWR5540N","BENEKE WIRE CO","LOUISVILLE","KY","40214","4","KDOWNS@BENEKEWIRE.COM","1321219696061","7697-37-2","2021","03","1000  to  9999","Nitric acid","0","N","N","0","0","0","0","0","150","0","0","","S21","R5","","","","","331","Primary Metals"
"76712LXPCK9200O","PACKAGING CORP OF AMERI CA","WACO","TX","76712","6","LOGANWILLIAMS@PACKAGINGCORP.COM","1316215110863","7440-50-8","2016","04","10000  to  99999","Copper","0","N","Y","0","0","0","0","0","0","0","0","","W52","R3","","","","","322","Paper"
"94553SHLLM10MOC","SHELL CHEMICAL LP - MARTINEZ CATALYST PLANT","MARTINEZ","CA","94553","9","DANIEL.MATHESON@SHELL.COM","1319217761408","108-88-3","2019","05","100000  to  999999","Toluene","0","N","N","0","0","0","0","0","3483","0","0","","W13","R6","W19","R6","W52","R6","325","Chemicals"
"61834FBRTQ3650S","FIBERTEQ LLC","DANVILLE","IL","61834","5","JON.STALCUP@OWENSCORNING.COM","1323221933462","50-00-0","2023","03","1000  to  9999","Formaldehyde","1","N","N","0","0","0","0","0","17088.99","0","0","","S21","R6","","","","","327","Nonmetallic Mineral Product"
